"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001","  84","  35","  93","  28","  86","  43","----","----","----","   2","   2","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 207","----"," 217"," 223"," 230"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN880NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2002","  88","  30","  89","  28","  90","  35","----","----","----","   2","   4","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 207","----"," 217"," 223"," 230"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2003","  87","  29","  86","  29","  85","  37","----","----","----","   1","   5","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 207","----"," 217"," 224"," 230"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2004","  85","  28","  85","  29","  86","  36","----","----","----","   1","   6","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 207","----"," 217"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2005","  87","  27","  84","  30","  88","  35","----","----","----","0000","   6","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 207","----"," 217"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2006","  89","  29","  85","  30","  90","  36","----","----","----","   1","   7","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 208","----"," 217"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2007","  92","  29","  86","  30","  94","  33","----","----","----","0000","   7","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 208","----"," 217"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2008","  93","  26","  87","  29","  92","  35","----","----","----","   1","   8","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10042","----"," 208","----"," 217"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2009","  94","  27","  89","  29","  95","  40","----","----","----","0000","   8","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10042","----"," 208","----"," 217"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2010","  95","  27","  90","  28","  94","  36","----","----","----","0000","   8","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10042","----"," 207","----"," 217"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2011","  99","  26","  92","  28"," 104","  34","----","----","----","0000","   8","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10042","----"," 207","----"," 217"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2012"," 105","  28","  93","  28"," 106","  36","----","----","----","   1","   9","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10042","----"," 207","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2013"," 106","  29","  96","  28"," 107","  40","----","----","----","0000","   9","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2014"," 106","  27","  98","  27"," 106","  32","----","----","----","   1","  10","----","----","0000","0000"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2015"," 105","  25","  99","  27"," 104","  36","----","----","----","0000","  10","----","----","   2","   2"," 207","----","----","----","----","97"," 237"," 202","10043","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2016"," 101","  28"," 100","  27","  97","  38","----","----","----","0000","  10","----","----","0000","   2"," 207","----","----","----","----","97"," 237"," 202","10042","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2017","  98","  27"," 100","  27","  99","  38","----","----","----","0000","  10","----","----","0000","   2"," 207","----","----","----","----","97"," 237"," 202","10042","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2018","  99","  25"," 101","  27","  99","  36","----","----","----","0000","  10","----","----","0000","   2"," 207","----","----","----","----","97"," 237"," 202","10042","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2019"," 102","  26"," 102","  27"," 104","  36","----","----","----","0000","  10","----","----","0000","   2"," 207","----","----","----","----","98"," 239"," 204","10042","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2020","  99","  28"," 102","  27","  95","  40","----","----","----","0000","  10","----","----","0000","   2"," 207","----","----","----","----","98"," 239"," 204","10042","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2021","  99","  30"," 102","  27"," 103","  46","----","----","----","0000","  10","----","----","0000","   2"," 207","----","----","----","----","98"," 239"," 204","10042","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2022"," 102","  26"," 102","  27"," 101","  38","----","----","----","   1","  11","----","----","0000","   2"," 207","----","----","----","----","98"," 239"," 204","10042","----"," 208","----"," 216"," 224"," 229"," 231","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
