"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001"," 144","  35"," 146","  41"," 145","  48","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","54","  81","  40","10214","----"," 108","----"," 153"," 171"," 169"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2002"," 149","  40"," 147","  41"," 153","  55","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","55","  83","  43","10214","----"," 108","----"," 153"," 171"," 169"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2003"," 148","  41"," 146","  41"," 143","  51","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","55","  83","  43","10214","----"," 108","----"," 153"," 170"," 169"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2004"," 146","  40"," 146","  41"," 150","  60","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","55","  83","  43","10214","----"," 108","----"," 153"," 170"," 169"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2005"," 150","  45"," 147","  42"," 150","  62","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","55","  83","  43","10214","----"," 108","----"," 152"," 170"," 169"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2006"," 152","  45"," 147","  41"," 154","  58","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","55","  83","  43","10214","----"," 107","----"," 152"," 170"," 169"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2007"," 149","  40"," 147","  41"," 144","  59","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","55","  82","  42","10214","----"," 107","----"," 152"," 170"," 169"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2008"," 143","  47"," 147","  43"," 143","  74","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","56","  84","  44","10214","----"," 107","----"," 152"," 170"," 169"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2009"," 147","  50"," 147","  42"," 151","  58","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","56","  84","  44","10214","----"," 107","----"," 152"," 169"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2010"," 150","  48"," 148","  44"," 150","  58","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","56","  84","  44","10214","----"," 107","----"," 151"," 169"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2011"," 148","  46"," 148","  44"," 146","  52","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","56","  84","  44","10214","----"," 107","----"," 151"," 169"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2012"," 147","  43"," 148","  45"," 147","  57","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","56","  84","  44","10215","----"," 106","----"," 151"," 169"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2013"," 149","  42"," 149","  45"," 151","  48","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","57","  85","  47","10215","----"," 106","----"," 151"," 169"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2014"," 151","  37"," 149","  44"," 151","  54","----","----","----","0000","0000","----","----","0000","0000"," 129","----","----","----","----","57","  85","  46","10215","----"," 106","----"," 151"," 169"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2015"," 151","  37"," 149","  43"," 151","  54","----","----","----","0000","0000","----","----","0000","0000"," 129","----","----","----","----","57","  85","  46","10216","----"," 106","----"," 150"," 168"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2016"," 149","  39"," 148","  43"," 147","  57","----","----","----","0000","0000","----","----","0000","0000"," 129","----","----","----","----","57","  85","  46","10216","----"," 105","----"," 150"," 168"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2017"," 150","  37"," 149","  42"," 154","  47","----","----","----","0000","0000","----","----","0000","0000"," 129","----","----","----","----","58","  86","  48","10216","----"," 105","----"," 150"," 168"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2018"," 152","  38"," 150","  41"," 151","  66","----","----","----","0000","0000","----","----","0000","0000"," 129","----","----","----","----","58","  86","  48","10216","----"," 105","----"," 150"," 168"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2019"," 150","  41"," 150","  41"," 149","  53","----","----","----","0000","0000","----","----","0000","0000"," 129","----","----","----","----","58","  86","  48","10216","----"," 105","----"," 150"," 168"," 168"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2020"," 149","  40"," 150","  40"," 149","  49","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","58","  86","  48","10216","----"," 104","----"," 149"," 168"," 167"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2021"," 150","  39"," 150","  39"," 151","  51","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","58","  86","  48","10216","----"," 104","----"," 149"," 167"," 167"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2022"," 150","  36"," 150","  38"," 149","  49","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","58","  86","  48","10216","----"," 105","----"," 149"," 167"," 167"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2023"," 151","  37"," 150","  38"," 153","  48","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","59","  87","  50","10216","----"," 104","----"," 149"," 167"," 167"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2024"," 153","  37"," 151","  38"," 154","  47","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","59","  87","  50","10217","----"," 104","----"," 149"," 167"," 167"," 159","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2025"," 151","  36"," 150","  38"," 147","  61","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","59","  87","  50","10217","----"," 104","----"," 148"," 167"," 167"," 158","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2026"," 155","  36"," 152","  38"," 163","  56","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","59","  87","  50","10217","----"," 103","----"," 148"," 167"," 167"," 158","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2027"," 158","  35"," 152","  38"," 154","  50","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","59","  87","  50","10217","----"," 103","----"," 148"," 166"," 167"," 158","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2028"," 154","  36"," 152","  37"," 153","  53","----","----","----","0000","0000","----","----","0000","0000"," 128","----","----","----","----","59","  87","  50","10216","----"," 103","----"," 148"," 166"," 167"," 158","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2029"," 155","  36"," 153","  37"," 156","  55","----","----","----","0000","0000","----","----","0000","0000"," 127","----","----","----","----","59","  87","  49","10216","----"," 103","----"," 148"," 166"," 167"," 158","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
