"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001"," 104","  36"," 106","  38"," 104","  50","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10056","----"," 252","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN880NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2002"," 104","  33"," 106","  37"," 104","  45","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10056","----"," 252","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN880NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2003"," 107","  37"," 107","  37"," 110","  50","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10056","----"," 252","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN880NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2004"," 108","  40"," 106","  37"," 106","  53","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10056","----"," 252","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2005"," 107","  37"," 106","  36"," 109","  54","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10055","----"," 252","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2006"," 107","  38"," 106","  37"," 104","  55","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10055","----"," 252","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2007"," 106","  41"," 106","  38"," 108","  46","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10055","----"," 252","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2008"," 107","  38"," 106","  38"," 106","  53","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10055","----"," 251","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2009"," 107","  39"," 106","  38"," 107","  52","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10055","----"," 251","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2010"," 107","  42"," 106","  38"," 106","  64","----","----","----","0000","0000","----","----","0000","0000"," 250","----","----","----","----","91"," 288"," 234","10055","----"," 251","----"," 267"," 274"," 274"," 269","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN800NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
