"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001","  91","  15","  98","  11","  89","  19","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","81"," 209"," 182","10174"," 200"," 204","----"," 225"," 243"," 253"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2002","  86","  12","  96","  11","  83","  13","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","81"," 209"," 182","10174"," 201"," 204","----"," 225"," 243"," 253"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2003","  86","  12","  96","  12","  89","  20","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","82"," 211"," 184","10174"," 200"," 204","----"," 225"," 243"," 253"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2004","  89","  15","  94","  12","  88","  19","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","81"," 209"," 182","10174"," 200"," 204","----"," 225"," 243"," 253"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2005","  87","  13","  92","  12","  87","  14","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","82"," 211"," 184","10174"," 200"," 204","----"," 225"," 243"," 253"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2006","  92","  13","  92","  13","  98","  19","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","81"," 209"," 182","10174"," 201"," 205","----"," 225"," 243"," 253"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2007","  98","  13","  91","  13","  98","  16","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","81"," 209"," 182","10174"," 200"," 205","----"," 225"," 242"," 253"," 255","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2008","  97","  12","  91","  13","  97","  16","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","81"," 209"," 182","10174"," 201"," 205","----"," 225"," 242"," 253"," 255","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2009","  96","  12","  92","  13","  94","  15","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","82"," 211"," 184","10174"," 200"," 204","----"," 224"," 242"," 253"," 255","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2010","  95","  11","  92","  12","  96","  14","----","----","----","0000","0000","----","----","0000","0000"," 216","----","----","----","----","82"," 211"," 184","10174"," 201"," 205","----"," 224"," 242"," 253"," 255","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
