"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001","  78","   9","  77","  10","  79","  11","----","----","----","0000","0000","----","----","0000","0000","  75","----","----","----","----","86","  89","  53","10238","  37","  56","----","  89"," 109"," 119"," 124","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2002","  81","   9","  79","  10","  84","  10","----","----","----","0000","0000","----","----","0000","0000","  75","----","----","----","----","86","  89","  53","10238","  36","  56","----","  89"," 108"," 119"," 124","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2003","  82","   8","  79","  10","  81","  10","----","----","----","0000","0000","----","----","0000","0000","  75","----","----","----","----","86","  89","  53","10238","  36","  56","----","  89"," 108"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2004","  81","   9","  80","  10","  80","  11","----","----","----","0000","0000","----","----","0000","0000","  74","----","----","----","----","86","  88","  52","10238","  37","  56","----","  88"," 108"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2005","  82","   9","  80","  10","  83","  12","----","----","----","0000","0000","----","----","0000","0000","  74","----","----","----","----","86","  88","  52","10238","  38","  56","----","  88"," 108"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2006","  83","  10","  80","  10","  82","  13","----","----","----","0000","0000","----","----","0000","0000","  75","----","----","----","----","86","  89","  53","10238","  39","  56","----","  88"," 108"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2007","  79","  11","  80","  10","  76","  13","----","----","----","0000","0000","----","----","0000","0000","  75","----","----","----","----","86","  89","  53","10238","  38","  56","----","  88"," 108"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2008","  75","  11","  79","  10","  75","  12","----","----","----","0000","0000","----","----","0000","0000","  74","----","----","----","----","86","  88","  52","10238","  38","  56","----","  88"," 108"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2009","  73","  10","  79","  10","  71","  11","----","----","----","0000","0000","----","----","0000","0000","  74","----","----","----","----","86","  88","  52","10238","  38","  56","----","  88"," 108"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2010","  71","  10","  78","  10","  71","  12","----","----","----","0000","0000","----","----","0000","0000","  74","----","----","----","----","86","  88","  52","10238","  37","  56","----","  88"," 108"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2011","  72","  10","  78","  10","  74","  12","----","----","----","0000","0000","----","----","0000","0000","  74","----","----","----","----","86","  88","  52","10238","  36","  56","----","  88"," 107"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2012","  74","   9","  77","  10","  73","  10","----","----","----","0000","0000","----","----","0000","0000","  74","----","----","----","----","86","  88","  52","10238","  37","  55","----","  87"," 107"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2013","  73","   8","  76","  10","  73","  10","----","----","----","0000","0000","----","----","0000","0000","  73","----","----","----","----","86","  88","  51","10238","  37","  55","----","  87"," 107"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2014","  75","   8","  75","  10","  77","   9","----","----","----","0000","0000","----","----","0000","0000","  73","----","----","----","----","86","  88","  51","10238","  37","  55","----","  87"," 107"," 119"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
"2015","  79","   7","  75","   9","  80","   9","----","----","----","0000","0000","----","----","0000","0000","  73","----","----","----","----","86","  88","  51","10238","  37","  55","----","  87"," 107"," 118"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N0111NNNNNNNNNNNNNNNNN",""
