"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001"," 115","   6"," 125","   5"," 118","   8","----","----","----","0000","0000","----","----","0000","0000"," 242","----","----","----","----","86"," 260"," 217","10101"," 220"," 229","----"," 254"," 267"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2002"," 112","   7"," 122","   5"," 106","   9","----","----","----","0000","0000","----","----","0000","0000"," 241","----","----","----","----","86"," 258"," 216","10101"," 219"," 229","----"," 253"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2003"," 102","   8"," 119","   6","  98","  10","----","----","----","0000","0000","----","----","0000","0000"," 241","----","----","----","----","86"," 258"," 216","10101"," 219"," 229","----"," 253"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2004","  98","   9"," 116","   6","  98","  11","----","----","----","0000","0000","----","----","0000","0000"," 241","----","----","----","----","87"," 261"," 218","10102"," 219"," 229","----"," 253"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2005","  95","  10"," 113","   7","  91","  13","----","----","----","0000","0000","----","----","0000","0000"," 241","----","----","----","----","88"," 264"," 220","10102"," 219"," 229","----"," 253"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2006","  89","  10"," 108","   8","  88","  12","----","----","----","0000","0000","----","----","0000","0000"," 241","----","----","----","----","88"," 264"," 220","10102"," 219"," 229","----"," 253"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2007","  84","   9"," 103","   8","  80","  11","----","----","----","0000","0000","----","----","0000","0000"," 240","----","----","----","----","88"," 262"," 219","10102"," 217"," 230","----"," 253"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2008","  79","   8","  99","   9","  79","   8","----","----","----","0000","0000","----","----","0000","0000"," 240","----","----","----","----","88"," 262"," 219","10102"," 216"," 229","----"," 253"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2009","  77","   8","  94","   8","  74","  10","----","----","----","0000","0000","----","----","0000","0000"," 240","----","----","----","----","87"," 260"," 217","10102"," 217"," 229","----"," 252"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2010","  76","   8","  91","   9","  78","  11","----","----","----","0000","0000","----","----","0000","0000"," 240","----","----","----","----","87"," 260"," 217","10102"," 216"," 229","----"," 252"," 266"," 271"," 270","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
