"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001"," 157","  17"," 160","  18"," 159","  22","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","69"," 168"," 148","10075","----"," 197","----"," 210"," 221"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2002"," 159","  14"," 160","  17"," 159","  16","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","69"," 168"," 148","10075","----"," 197","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2003"," 159","  12"," 160","  16"," 159","  15","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","69"," 168"," 148","10075","----"," 197","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2004"," 159","  12"," 158","  16"," 160","  18","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","69"," 168"," 148","10076","----"," 197","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2005"," 162","  17"," 158","  17"," 163","  26","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","69"," 168"," 148","10076","----"," 198","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2006"," 164","  18"," 159","  17"," 165","  23","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","67"," 164"," 144","10076","----"," 198","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2007"," 163","  15"," 160","  16"," 161","  22","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","67"," 164"," 144","10076","----"," 198","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2008"," 162","  15"," 160","  15"," 162","  19","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","67"," 164"," 144","10076","----"," 198","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2009"," 163","  14"," 161","  15"," 165","  16","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10076","----"," 198","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2010"," 166","  12"," 162","  14"," 166","  17","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","67"," 164"," 144","10076","----"," 198","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2011"," 163","  12"," 162","  14"," 160","  17","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10076","----"," 198","----"," 210"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2012"," 162","  11"," 163","  14"," 164","  13","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10076","----"," 198","----"," 209"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2013"," 158","  11"," 162","  14"," 153","  15","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10076","----"," 198","----"," 209"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2014"," 156","  10"," 162","  13"," 160","  12","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10077","----"," 197","----"," 209"," 220"," 224"," 223","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2015"," 158","   9"," 161","  12"," 157","  15","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","65"," 159"," 139","10077","----"," 197","----"," 209"," 220"," 224"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2016"," 167","  10"," 162","  12"," 176","  12","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","65"," 159"," 139","10077","----"," 197","----"," 209"," 220"," 224"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2017"," 172","  10"," 163","  11"," 169","  12","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10077","----"," 196","----"," 209"," 219"," 224"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2018"," 170","  10"," 164","  11"," 172","  12","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10078","----"," 195","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2019"," 174","  10"," 165","  10"," 176","  11","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10078","----"," 195","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2020"," 179","  10"," 167","  10"," 182","  13","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","66"," 161"," 141","10078","----"," 195","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN001NNNN0110N0N0000NNNNNNNNNNNNNNNNN",""
"2021"," 180","  11"," 169","  10"," 177","  15","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","65"," 159"," 139","10078","----"," 195","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN001NNNN0110N0N0000NNNNNNNNNNNNNNNNN",""
"2022"," 184","   9"," 171","  10"," 191","  11","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","67"," 164"," 144","10079","----"," 195","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN001NNNN0110N0N0000NNNNNNNNNNNNNNNNN",""
"2023"," 191","  11"," 175","  10"," 190","  18","----","----","----","0000","0000","----","----","0000","0000"," 206","----","----","----","----","65"," 158"," 138","10079","----"," 194","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2024"," 179","  14"," 176","  11"," 168","  19","----","----","----","0000","0000","----","----","0000","0000"," 206","----","----","----","----","63"," 153"," 133","10079","----"," 192","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2025"," 171","  15"," 177","  11"," 173","  27","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","62"," 151"," 132","10079","----"," 191","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2026"," 172","  17"," 177","  12"," 171","  22","----","----","----","0000","0000","----","----","0000","0000"," 207","----","----","----","----","61"," 149"," 129","10079","----"," 190","----"," 209"," 219"," 223"," 222","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
