"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001","  70","  12","  78","   9","  72","  18","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","94"," 142"," 122","10145","----"," 128","----"," 157"," 175"," 180"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2002","  75","  11","  77","   9","  78","  14","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","94"," 142"," 122","10145","----"," 127","----"," 156"," 175"," 180"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2003","  80","  11","  76","   9","  83","  14","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","94"," 142"," 122","10145","----"," 127","----"," 156"," 175"," 180"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2004","  85","  12","  76","   9","  87","  15","----","----","----","0000","0000","----","----","0000","0000"," 131","----","----","----","----","95"," 143"," 123","10145","----"," 127","----"," 156"," 175"," 180"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2005","  87","  12","  77","  10","  88","  15","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","95"," 142"," 122","10145","----"," 127","----"," 156"," 175"," 180"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2006","  85","  13","  78","  10","  83","  15","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","95"," 142"," 122","10145","----"," 127","----"," 156"," 175"," 180"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2007","  81","  13","  77","  11","  79","  17","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","95"," 142"," 122","10145","----"," 127","----"," 156"," 175"," 180"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2008","  77","  14","  78","  12","  76","  17","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","95"," 142"," 122","10145","----"," 127","----"," 155"," 175"," 179"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2009","  76","  14","  79","  13","  76","  18","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","95"," 142"," 122","10145","----"," 127","----"," 155"," 174"," 179"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2010","  79","  13","  80","  13","  82","  14","----","----","----","0000","0000","----","----","0000","0000"," 130","----","----","----","----","95"," 142"," 122","10145","----"," 126","----"," 155"," 174"," 179"," 177","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
