"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001","  72","  15","  80","  18","  73","  21","----","----","----","0000","0000","----","----","0000","0000"," 232","----","----","----","----","82"," 233"," 200","10143","----"," 215","----"," 240"," 256"," 263"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2002","  71","  14","  78","  17","  70","  21","----","----","----","0000","0000","----","----","0000","0000"," 231","----","----","----","----","82"," 232"," 199","10143","----"," 215","----"," 240"," 256"," 263"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2003","  72","  14","  77","  17","  75","  18","----","----","----","0000","0000","----","----","0000","0000"," 231","----","----","----","----","82"," 232"," 199","10144","----"," 215","----"," 240"," 256"," 263"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2004","  74","  13","  76","  16","  72","  20","----","----","----","0000","0000","----","----","0000","0000"," 231","----","----","----","----","82"," 232"," 199","10144","----"," 215","----"," 240"," 256"," 263"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2005","  76","  17","  75","  16","  79","  25","----","----","----","0000","0000","----","----","0000","0000"," 231","----","----","----","----","82"," 232"," 199","10144","----"," 215","----"," 240"," 256"," 263"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2006","  80","  18","  76","  16","  81","  24","----","----","----","0000","0000","----","----","0000","0000"," 231","----","----","----","----","82"," 232"," 199","10144","----"," 214","----"," 240"," 255"," 263"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2007","  78","  13","  75","  15","  75","  16","----","----","----","0000","0000","----","----","0000","0000"," 231","----","----","----","----","82"," 232"," 199","10145","----"," 214","----"," 240"," 255"," 263"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2008","  74","  12","  75","  15","  73","  16","----","----","----","0000","0000","----","----","0000","0000"," 231","----","----","----","----","83"," 235"," 201","10145","----"," 214","----"," 239"," 255"," 263"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2009","  72","  11","  74","  14","  70","  14","----","----","----","0000","0000","----","----","0000","0000"," 230","----","----","----","----","83"," 233"," 200","10145","----"," 214","----"," 239"," 255"," 262"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2010","  69","  12","  74","  14","  68","  15","----","----","----","0000","0000","----","----","0000","0000"," 230","----","----","----","----","83"," 233"," 200","10145","----"," 214","----"," 239"," 255"," 262"," 263","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
