"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001","  85","  25","  72","  23","  91","  32","----","----","----","0000","0000","----","----","0000","0000"," 163","----","----","----","----","94"," 174"," 153","10077","----"," 160","----"," 167"," 170"," 165"," 154","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN1110N0N0011NNNNNNNNNNNNNNNNN",""
"2002","  90","  25","  73","  24","  88","  28","----","----","----","0000","0000","----","----","0000","0000"," 163","----","----","----","----","94"," 174"," 153","10076","----"," 160","----"," 167"," 169"," 165"," 154","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN1110N0N0011NNNNNNNNNNNNNNNNN",""
"2003","  94","  24","  76","  24"," 100","  28","----","----","----","0000","0000","----","----","0000","0000"," 163","----","----","----","----","93"," 172"," 152","10076","----"," 160","----"," 167"," 169"," 165"," 153","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0011NNNNNNNNNNNNNNNNN",""
"2004","  96","  25","  79","  25","  92","  32","----","----","----","0000","0000","----","----","0000","0000"," 163","----","----","----","----","93"," 172"," 152","10076","----"," 160","----"," 167"," 169"," 165"," 153","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0011NNNNNNNNNNNNNNNNN",""
"2005","  96","  26","  84","  25"," 100","  33","----","----","----","0000","0000","----","----","0000","0000"," 163","----","----","----","----","93"," 172"," 152","10076","----"," 160","----"," 167"," 169"," 165"," 153","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0011NNNNNNNNNNNNNNNNN",""
"2006","  99","  27","  87","  25","  98","  39","----","----","----","0000","0000","----","----","0000","0000"," 164","----","----","----","----","93"," 173"," 153","10077","----"," 160","----"," 166"," 169"," 165"," 153","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0011NNNNNNNNNNNNNNNNN",""
"2007","  96","  27","  89","  25","  94","  36","----","----","----","0000","0000","----","----","0000","0000"," 164","----","----","----","----","93"," 173"," 153","10077","----"," 160","----"," 166"," 169"," 165"," 153","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0011NNNNNNNNNNNNNNNNN",""
"2008","  87","  22","  90","  25","  80","  28","----","----","----","0000","0000","----","----","0000","0000"," 164","----","----","----","----","93"," 173"," 153","10078","----"," 160","----"," 166"," 169"," 164"," 153","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0001NNNNNNNNNNNNNNNNN",""
"2009","  65","  15","  88","  24","  50","  23","----","----","----","0000","0000","----","----","0000","0000"," 164","----","----","----","----","93"," 173"," 153","10079","----"," 160","----"," 166"," 169"," 164"," 153","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0001NNNNNNNNNNNNNNNNN",""
"2010","  40","  12","  83","  22","  30","  16","----","----","----","0000","0000","----","----","0000","0000"," 164","----","----","----","----","93"," 173"," 153","10080","----"," 160","----"," 166"," 169"," 164"," 153","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0001NNNNNNNNNNNNNNNNN",""
