"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001","  58","  14","  64","  17","  57","  24","----","----","----","0000","0000","----","----","0000","0000"," 219","----","----","----","----","67"," 176"," 155","10159","----"," 194","----"," 232"," 255"," 265"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2002","  60","  16","  64","  17","  63","  19","----","----","----","0000","0000","----","----","0000","0000"," 219","----","----","----","----","67"," 176"," 155","10159","----"," 194","----"," 231"," 254"," 265"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2003","  63","  14","  64","  17","  63","  21","----","----","----","0000","0000","----","----","0000","0000"," 219","----","----","----","----","67"," 176"," 155","10159","----"," 194","----"," 231"," 254"," 265"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2004","  61","  15","  63","  17","  59","  19","----","----","----","0000","0000","----","----","0000","0000"," 219","----","----","----","----","67"," 176"," 155","10159","----"," 194","----"," 231"," 254"," 264"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2005","  60","  16","  62","  17","  61","  20","----","----","----","0000","0000","----","----","0000","0000"," 219","----","----","----","----","67"," 176"," 155","10159","----"," 194","----"," 231"," 254"," 264"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2006","  61","  17","  62","  17","  61","  26","----","----","----","0000","0000","----","----","0000","0000"," 219","----","----","----","----","67"," 176"," 155","10159","----"," 194","----"," 231"," 254"," 264"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2007","  60","  17","  61","  16","  60","  21","----","----","----","0000","0000","----","----","0000","0000"," 219","----","----","----","----","67"," 176"," 155","10159","----"," 194","----"," 231"," 254"," 264"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2008","  62","  17","  61","  16","  65","  22","----","----","----","0000","0000","----","----","0000","0000"," 218","----","----","----","----","67"," 175"," 154","10159","----"," 193","----"," 231"," 254"," 264"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2009","  63","  18","  61","  16","  62","  29","----","----","----","0000","0000","----","----","0000","0000"," 218","----","----","----","----","67"," 175"," 154","10159","----"," 193","----"," 230"," 253"," 264"," 265","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2010","  60","  20","  61","  17","  59","  28","----","----","----","0000","0000","----","----","0000","0000"," 218","----","----","----","----","67"," 175"," 154","10159","----"," 193","----"," 230"," 253"," 264"," 264","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2011","  59","  19","  61","  17","  59","  23","----","----","----","0000","0000","----","----","0000","0000"," 218","----","----","----","----","67"," 175"," 154","10159","----"," 193","----"," 230"," 253"," 264"," 264","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2012","  58","  18","  61","  17","  57","  25","----","----","----","0000","0000","----","----","0000","0000"," 218","----","----","----","----","68"," 178"," 156","10159","----"," 193","----"," 230"," 253"," 264"," 264","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
