"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001","  52","  17","  51","  21","  49","  35","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","80"," 218"," 189","10130","----"," 215","----"," 241"," 255"," 259"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2002","  46","  20","  51","  20","  42","  31","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","80"," 218"," 189","10130","----"," 215","----"," 241"," 254"," 259"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2003","  47","  18","  52","  19","  52","  20","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","80"," 218"," 189","10130","----"," 215","----"," 241"," 254"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2004","  54","  18","  51","  20","  55","  28","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","80"," 218"," 189","10130","----"," 215","----"," 241"," 254"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2005","  51","  18","  51","  19","  48","  20","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","80"," 218"," 189","10130","----"," 215","----"," 241"," 254"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2006","  53","  15","  52","  19","  58","  22","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","80"," 218"," 189","10129","----"," 215","----"," 241"," 254"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2007","  58","  16","  52","  18","  58","  22","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","80"," 218"," 189","10129","----"," 215","----"," 240"," 254"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2008","  62","  17","  53","  18","  65","  22","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","81"," 221"," 191","10130","----"," 215","----"," 240"," 254"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2009","  61","  15","  54","  17","  57","  16","----","----","----","0000","0000","----","----","0000","0000"," 225","----","----","----","----","81"," 221"," 191","10130","----"," 215","----"," 240"," 254"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2010","  56","  16","  54","  17","  55","  24","----","----","----","0000","0000","----","----","0000","0000"," 224","----","----","----","----","81"," 219"," 190","10130","----"," 214","----"," 240"," 254"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2011","  47","  16","  53","  17","  38","  21","----","----","----","0000","0000","----","----","0000","0000"," 224","----","----","----","----","81"," 219"," 190","10130","----"," 214","----"," 240"," 253"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2012","  46","  13","  54","  16","  54","  21","----","----","----","0000","0000","----","----","0000","0000"," 224","----","----","----","----","81"," 219"," 190","10130","----"," 214","----"," 240"," 253"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2013","  53","  16","  54","  16","  53","  28","----","----","----","0000","0000","----","----","0000","0000"," 224","----","----","----","----","81"," 219"," 190","10130","----"," 214","----"," 240"," 253"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2014","  52","  20","  54","  16","  50","  30","----","----","----","0000","0000","----","----","0000","0000"," 224","----","----","----","----","81"," 219"," 190","10130","----"," 214","----"," 240"," 253"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2015","  54","  18","  55","  16","  57","  22","----","----","----","0000","0000","----","----","0000","0000"," 224","----","----","----","----","81"," 219"," 190","10130","----"," 214","----"," 239"," 253"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2016","  55","  15","  54","  16","  53","  19","----","----","----","0000","0000","----","----","0000","0000"," 223","----","----","----","----","82"," 221"," 191","10130","----"," 214","----"," 239"," 253"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2017","  53","  17","  53","  16","  52","  28","----","----","----","0000","0000","----","----","0000","0000"," 223","----","----","----","----","82"," 221"," 191","10130","----"," 214","----"," 239"," 253"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2018","  54","  16","  53","  16","  56","  20","----","----","----","0000","0000","----","----","0000","0000"," 223","----","----","----","----","82"," 221"," 191","10130","----"," 214","----"," 239"," 253"," 258"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2019","  54","  11","  52","  16","  52","  15","----","----","----","0000","0000","----","----","0000","0000"," 223","----","----","----","----","82"," 221"," 191","10130","----"," 214","----"," 239"," 253"," 257"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2020","  55","  13","  52","  15","  58","  23","----","----","----","0000","0000","----","----","0000","0000"," 223","----","----","----","----","82"," 221"," 191","10130","----"," 214","----"," 239"," 253"," 257"," 255","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2021","  53","  15","  53","  16","  49","  22","----","----","----","0000","0000","----","----","0000","0000"," 223","----","----","----","----","82"," 221"," 191","10130","----"," 214","----"," 239"," 252"," 257"," 256","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
"2022","  50","  16","  53","  16","  51","  21","----","----","----","0000","0000","----","----","0000","0000"," 223","----","----","----","----","82"," 221"," 191","10131","----"," 213","----"," 239"," 252"," 257"," 255","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN",""
