"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality"
"2015-09-16 20:01","  21","  19","  23","  18","  25","  27","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10157","----"," 207","----"," 222"," 232"," 238"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:02","  22","  21","  22","  18","  20","  26","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10157","----"," 206","----"," 222"," 232"," 238"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:03","  20","  18","  22","  18","  20","  17","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10158","----"," 206","----"," 222"," 232"," 238"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:04","  17","  13","  20","  17","  13","  17","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10158","----"," 206","----"," 222"," 231"," 238"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:05","  12","  10","  19","  17","  10","  11","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10158","----"," 206","----"," 222"," 231"," 238"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:06","  18","   9","  20","  16","  26","  13","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10158","----"," 206","----"," 222"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:07","  20","  10","  19","  15","  14","  12","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10159","----"," 206","----"," 222"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:08","  17","  11","  19","  14","  20","  19","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10159","----"," 206","----"," 222"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:09","  14","  12","  17","  14","   7","  12","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10159","----"," 206","----"," 222"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:10","  12","  10","  17","  13","  17","  12","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10159","----"," 206","----"," 221"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:11","  22","  13","  17","  12","  28","  19","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10159","----"," 206","----"," 221"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:12","  26","  16","  18","  12","  25","  18","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10159","----"," 206","----"," 221"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:13","  20","  13","  17","  11","  15","  16","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10159","----"," 206","----"," 221"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:14","  18","  13","  18","  12","  21","  19","----","----","----","0000","0000","----","----","0000","0000"," 201","----","----","----","----","92"," 216"," 188","10159","----"," 206","----"," 221"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:15","  19","  14","  19","  12","  18","  16","----","----","----","0000","0000","----","----","0000","0000"," 200","----","----","----","----","92"," 215"," 187","10159","----"," 206","----"," 221"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:16","  21","  13","  19","  13","  24","  18","----","----","----","0000","0000","----","----","0000","0000"," 200","----","----","----","----","92"," 215"," 187","10159","----"," 206","----"," 221"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
"2015-09-16 20:17","  24","  11","  20","  13","  24","  13","----","----","----","0000","0000","----","----","0000","0000"," 200","----","----","----","----","92"," 215"," 187","10159","----"," 206","----"," 221"," 231"," 237"," 240","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN"
