"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001"," 125","  25"," 122","  25"," 125","  28","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","85"," 340"," 262","10073"," 274"," 291","----"," 334"," 349"," 350"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2002"," 125","  24"," 122","  25"," 124","  33","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","85"," 340"," 262","10073"," 274"," 291","----"," 333"," 349"," 350"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2003"," 123","  22"," 123","  23"," 121","  28","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","85"," 340"," 262","10073"," 273"," 291","----"," 333"," 349"," 350"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2004"," 122","  23"," 123","  24"," 122","  33","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","85"," 340"," 262","10073"," 274"," 291","----"," 333"," 348"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2005"," 125","  23"," 123","  23"," 127","  26","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","84"," 336"," 260","10072"," 273"," 291","----"," 333"," 348"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2006"," 129","  23"," 124","  24"," 132","  33","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","84"," 336"," 260","10072"," 273"," 291","----"," 333"," 348"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2007"," 133","  22"," 126","  24"," 134","  27","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","84"," 336"," 260","10073"," 272"," 290","----"," 333"," 348"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2008"," 131","  21"," 126","  23"," 129","  27","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","84"," 336"," 260","10073"," 273"," 290","----"," 332"," 348"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2009"," 130","  22"," 127","  23"," 132","  34","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","84"," 336"," 260","10073"," 272"," 290","----"," 332"," 348"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2010"," 130","  24"," 127","  23"," 128","  37","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10073"," 273"," 290","----"," 332"," 347"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2011"," 131","  28"," 128","  24"," 135","  37","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10073"," 273"," 290","----"," 332"," 347"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2012"," 136","  34"," 130","  25"," 138","  57","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10073"," 273"," 290","----"," 332"," 347"," 349"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2013"," 140","  38"," 132","  27"," 142","  49","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10073"," 275"," 290","----"," 332"," 347"," 348"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2014"," 141","  33"," 134","  27"," 140","  33","----","----","----","0000","0000","----","----","0000","0000"," 291","----","----","----","----","83"," 334"," 259","10073"," 275"," 290","----"," 331"," 347"," 348"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2015"," 138","  28"," 134","  28"," 135","  32","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10074"," 275"," 290","----"," 331"," 347"," 348"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2016"," 125","  25"," 133","  28"," 115","  31","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10074"," 274"," 290","----"," 331"," 346"," 348"," 342","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2017"," 126","  22"," 133","  28"," 138","  30","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10074"," 274"," 289","----"," 331"," 346"," 348"," 341","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2018"," 132","  20"," 133","  27"," 127","  31","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10074"," 274"," 289","----"," 331"," 346"," 348"," 341","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2019"," 127","  22"," 133","  28"," 128","  36","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10074"," 272"," 289","----"," 330"," 346"," 348"," 341","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2020"," 129","  26"," 133","  28"," 130","  31","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10075"," 272"," 289","----"," 330"," 346"," 348"," 341","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
"2021"," 129","  22"," 132","  26"," 129","  26","----","----","----","0000","0000","----","----","0000","0000"," 290","----","----","----","----","83"," 332"," 258","10075"," 272"," 289","----"," 330"," 346"," 348"," 341","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN",""
