time_now,wd_avg_2mins,ws_avg_2mins,wd_avg_10mins,ws_avg_10mins,wd_maxsp_this_min,ws_maxsp_this_min,air_temp_by_box,relative_humidity,water_vapor_pressure,dew_temp,station_pressure,ground_temp_pt,ground_tem_5cm,ground_tem_10cm,ground_tem_15cm,ground_tem_20cm
2015-12-15 20:01:00,292,12,290,11,291,12,40,83,67,14,10259,19,48,76,90,97
2015-12-15 20:02:00,291,11,290,11,291,12,40,84,68,15,10259,19,48,76,90,97
2015-12-15 20:03:00,288,11,290,12,285,11,40,84,68,15,10259,19,48,75,89,97
2015-12-15 20:04:00,280,11,289,12,276,13,39,84,68,14,10260,19,48,75,89,97
2015-12-15 20:05:00,274,12,287,12,272,12,39,84,68,14,10260,19,48,75,89,97
2015-12-15 20:06:00,264,11,284,12,256,12,38,84,67,13,10260,19,48,75,89,97
2015-12-15 20:07:00,254,12,280,12,252,14,38,84,67,13,10260,18,48,75,89,97
2015-12-15 20:08:00,248,12,276,12,245,13,39,84,68,14,10261,18,48,75,89,97
2015-12-15 20:09:00,245,13,271,12,245,16,39,84,68,14,10261,18,48,75,89,97
2015-12-15 20:10:00,245,14,266,12,245,15,39,84,68,14,10262,18,47,75,89,97
2015-12-15 20:11:00,243,14,261,12,242,15,38,84,67,13,10262,18,47,75,89,97
2015-12-15 20:12:00,244,13,256,12,246,15,38,84,67,13,10262,18,47,75,89,97
2015-12-15 20:13:00,246,14,252,13,246,15,38,84,67,13,10262,18,47,75,89,97
2015-12-15 20:14:00,249,13,250,13,251,13,38,84,67,13,10262,18,47,75,89,97
2015-12-15 20:15:00,253,10,248,12,255,11,38,84,67,13,10262,17,47,75,89,97
2015-12-15 20:16:00,257,9,248,12,258,10,38,84,67,13,10262,17,47,74,89,97
2015-12-15 20:17:00,259,10,249,12,259,12,38,85,68,15,10261,17,47,74,89,97
2015-12-15 20:18:00,260,11,251,12,261,13,38,85,68,15,10262,17,47,74,89,97
2015-12-15 20:19:00,264,11,253,12,268,14,38,85,68,15,10262,17,47,74,89,96
2015-12-15 20:20:00,269,11,256,11,270,12,37,85,68,14,10261,17,47,74,89,96
2015-12-15 20:21:00,270,11,259,11,271,14,37,85,68,14,10261,17,46,74,89,96
2015-12-15 20:22:00,271,13,261,11,271,16,37,85,68,14,10261,17,46,74,89,96
2015-12-15 20:23:00,269,14,263,11,267,16,37,85,68,14,10261,17,46,74,89,96
2015-12-15 20:24:00,267,15,265,12,266,17,37,86,68,16,10261,17,46,74,88,96
2015-12-15 20:25:00,265,15,266,12,264,17,38,86,69,17,10261,16,46,74,88,96
2015-12-15 20:26:00,263,15,266,13,262,16,38,86,69,17,10262,16,46,74,88,96
2015-12-15 20:27:00,262,14,266,13,262,17,38,86,69,17,10262,16,46,74,88,96
2015-12-15 20:28:00,262,14,266,14,262,17,38,86,69,17,10262,16,46,74,88,96
2015-12-15 20:29:00,262,15,266,14,262,17,38,86,69,17,10262,16,46,74,88,96
2015-12-15 20:30:00,263,15,265,15,264,17,38,86,69,17,10262,16,46,73,88,96
2015-12-15 20:31:00,266,15,265,15,268,18,37,86,68,16,10262,16,46,73,88,96
2015-12-15 20:32:00,270,16,265,15,273,17,38,86,69,17,10262,16,45,73,88,96
2015-12-15 20:33:00,275,15,266,15,276,18,38,86,69,17,10262,16,45,73,88,96
2015-12-15 20:34:00,278,14,267,15,279,16,38,86,69,17,10262,16,45,73,88,96
2015-12-15 20:35:00,279,13,269,15,278,15,38,86,69,17,10261,16,45,73,88,96
2015-12-15 20:36:00,276,12,270,14,274,13,38,86,69,17,10261,16,45,73,88,96
2015-12-15 20:37:00,273,12,271,14,272,14,38,86,69,17,10261,15,45,73,88,96
2015-12-15 20:38:00,273,12,272,14,275,14,38,86,69,17,10262,15,45,73,88,96
